id,parent_id,created_time,message
1583457475117299_1583474051782308,426895610773497_1583457475117299,2018-04-17T12:54:53+0000,Congratulations
1583457475117299_1583906288405751,426895610773497_1583457475117299,2018-04-17T23:12:42+0000,Congratulations all the team members who have made our country proud & we all as a parents are proud of you
1583457475117299_1583651825097864,426895610773497_1583457475117299,2018-04-17T16:31:15+0000,"Congratulations ! In a country like India where the population is huge, an individual  may  go unnoticed but your talent will never go unnoticed  if you have the courage to Overcome social hurdles, Physical difficulties. If focus is more focussed to your skills, Problems will just fade away,."
1583457475117299_1583656201764093,426895610773497_1583457475117299,2018-04-17T16:36:42+0000,Congrats all of you incredible Indians we have proud on you
1583457475117299_1583701471759566,426895610773497_1583457475117299,2018-04-17T17:33:04+0000,Congratulations to the  Indian. Contingent
1583457475117299_1583458305117216,426895610773497_1583457475117299,2018-04-17T12:32:32+0000,Congratulations to all.
1583457475117299_1583824018413978,426895610773497_1583457475117299,2018-04-17T20:34:41+0000,Congratulations to all. We  r proud of u.
1583457475117299_1583690965093950,426895610773497_1583457475117299,2018-04-17T17:19:22+0000,Nicely written Disha!
1583457475117299_1583560688440311,426895610773497_1583457475117299,2018-04-17T14:41:42+0000,Congratulations to all
1583457475117299_1583506535112393,426895610773497_1583457475117299,2018-04-17T13:34:17+0000,Wow  congrats  congrats  to  all  of  u
1583457475117299_1583646391765074,426895610773497_1583457475117299,2018-04-17T16:23:22+0000,Congrats
1583457475117299_1583704058425974,426895610773497_1583457475117299,2018-04-17T17:37:01+0000,Great
1583457475117299_1583594635103583,426895610773497_1583457475117299,2018-04-17T15:20:31+0000,Great........
1583457475117299_1583465681783145,426895610773497_1583457475117299,2018-04-17T12:43:27+0000,May God bless you .
1583457475117299_1583488021780911,426895610773497_1583457475117299,2018-04-17T13:13:50+0000,Congratz
426895610773497_1583374995125547,NULL,2018-04-17T11:30:01+0000,"Many are claiming on social media, using this attendance sheet, that the accused was taking exams when the gang-rape took place therefore and he is being framed."
1583374995125547_1583404451789268,426895610773497_1583374995125547,2018-04-17T11:33:18+0000,"LOL When CBSE papers can get leaked, you think making a fake attendance sheet is difficult?"
1583374995125547_1583420561787657,426895610773497_1583374995125547,2018-04-17T11:51:20+0000,If everything is fake than why government don't want CBI inquiry 😂😂😂
1583374995125547_1583411225121924,426895610773497_1583374995125547,2018-04-17T11:43:14+0000,The length some people will go to protect monsters...humanity is dead...
1583374995125547_1583470835115963,426895610773497_1583374995125547,2018-04-17T12:50:21+0000,He was giving exam for 8 days straight. 😂 Wow.
1583374995125547_1583416691788044,426895610773497_1583374995125547,2018-04-17T11:48:08+0000,IT cell is working extra hours for clearing the names of the accused. They will even claim that she committed suicide.
1583374995125547_1583406841789029,426895610773497_1583374995125547,2018-04-17T11:37:01+0000,"Identify those who say ""Asifa case is shameful but......."". They are the people who have been completely brainwashed by Sanghis!!"
1583374995125547_1583412055121841,426895610773497_1583374995125547,2018-04-17T11:44:13+0000,How many more fabricated stories will come up in support of  the culprits!? Fortunately barring some hard core saffronites no one is in a mood to believe
1583374995125547_1583633938432986,426895610773497_1583374995125547,2018-04-17T16:05:41+0000,"Continuous effort by The Logical Indian page to give a communal angle to this case.. What a great selection of words like ""Devasthan"", ""Satisfy his lust"".. Shame on you.."
1583374995125547_1583575705105476,426895610773497_1583374995125547,2018-04-17T14:58:23+0000,"No one is supporting culprits, they just want an unbiased CBI enquiry..
Because the reports which were circulating in January were completely different from the chargesheet. 

If you don't believe me, you can go and check reports of NDTV ,which is often considered anti-bjp, of January month."
1583374995125547_1583407738455606,426895610773497_1583374995125547,2018-04-17T11:38:35+0000,"However, as per a report by The Hindu, CCTV footages have revealed that Vishal did not appear for the exam and a proxy candidate ""might"" have taken the test on his behalf ......bhai article se ye lines delete krle to title suit krega"
1583374995125547_1583437318452648,426895610773497_1583374995125547,2018-04-17T12:05:45+0000,If BJP IT cell is working so hard I am sure they are is something which is still missing. Else why would whole infrastructure would jump is to save a couple of policeman and a family.
1583374995125547_1583422061787507,426895610773497_1583374995125547,2018-04-17T11:52:43+0000,"एक वुडलैंड या रेडचीफ का पुराना जूता लीजिए कम से कम तीन साल पुराना, अब एक भगौने मे दो लीटर पानी डालिए अब धीमी आंच पर पानी को उबलने दीजिए बीस मिनट बाद जूता भगौने मे डाल दीजिए ।

कुछ देर बाद जूते में उबलने की क्रिया होगी और जूता बुलबुला फेंकने लगेगा एक घंटे तक धीमी आंच पर उबालते रहिए। एक घंटे बाद उतार लीजिए अब उबला हुआ जुता अपने बाइक/कार की डिग्गी मे रख लीजिए, और घर से निकलिए.........

अब जहां भी कोई अंधभक्त दिखे और  कहे 
👇🏿
अच्छे दिन आने वाले हे
लाहौर पर कब्ज़ा होगा
महंगाई दूर होगी
बेरोजगारी दूर होगी
चीन को सबक सिखाएंगे
पेट्रोल 30 रुपया लीटर मिलेगा
बुलेट ट्रेन चलेगी

इत्यादि बोलता दिखे जूता बाहर निकालिए और तब तक पेलिए जब तक जूता ठंडा ना हो जाए।

देश की आधी समस्या के जिम्मेदार ये ""अच्छे दिन "" वाले #अंध_भक्त हैं ।।

नोट जूता नाजुक स्थान पर ना मारें ।। 
Thanks you😊😊"
1583374995125547_1583469041782809,426895610773497_1583374995125547,2018-04-17T12:48:25+0000,Wait for another 10 years and it will be proved that his real name is Amitabh bachhan and he was in Greenland at that time. #MockeryofJudiciary
1583374995125547_1583409408455439,426895610773497_1583374995125547,2018-04-17T11:40:46+0000,"Year 2030 : He is a CM of some state, Will produce post graduation certificates..Dropping all the cases which are against him and his associates.."
1583374995125547_1583534811776232,426895610773497_1583374995125547,2018-04-17T14:08:44+0000,Finally logical Indian u know why jammunities want cbi enquiry...we want justice for asifa in real sense...media aadi aduri batien btati hai...
1583374995125547_1583699578426422,426895610773497_1583374995125547,2018-04-17T17:30:55+0000,Yes he was giving exam for 6 days and 24 hrs. And that little girl she eloped with her boyfriend and later committed suicide.... Non sense.... This is ILLOGICAL Indian
1583374995125547_1583628215100225,426895610773497_1583374995125547,2018-04-17T15:57:26+0000,Admin you should join cbi. And try to solve all pending cases. Appreciated your effort. Too much fake news doing the rounds.
1583374995125547_1583554911774222,426895610773497_1583374995125547,2018-04-17T14:35:03+0000,This shows how important a women or a girl in this Country. They can pray in front of Goddess for getting nice results but never bow down or admit their faults in front of a women. No matter how much brutality a men can do to a women but all that is needed is a proof.Now she will not get justice just like any high profile case.
1583374995125547_1583729125090134,426895610773497_1583374995125547,2018-04-17T18:08:58+0000,Its fun to see the flames from distance. U idiots loved it when it happened in Kashmir and now happening in Jammu. Does anyone of u ever visited the ground to know the reality?
1583374995125547_1583626871767026,426895610773497_1583374995125547,2018-04-17T15:55:29+0000,truth will be bended. after somedays there will be even no mention for asifa or the girl from unnao. this is happening in india and will happen. law and humanity has already died in india.
1583374995125547_1583475768448803,426895610773497_1583374995125547,2018-04-17T12:57:13+0000,All they are trying to do is establish reasonable doubt to walk out Scot free. I think India has officially woken up and no amount of documents without thorough scrutiny is going to be accepted at default
1583374995125547_1583718998424480,426895610773497_1583374995125547,2018-04-17T17:57:30+0000,Iss masoom bharat ki beti ka kyun mazak bana rahe ho...let court see and decide who the real culprit is... please iss kadar uski izzat na uchalo..🙏🙏🙏
1583374995125547_1583439758452404,426895610773497_1583374995125547,2018-04-17T12:09:18+0000,We can't trust your post anymore illogical Indians where is the cctv footage without prove don't upload anything .. show us the cctv footage..not a writeup
1583374995125547_1583404955122551,426895610773497_1583374995125547,2018-04-17T11:34:01+0000,"Check that cctv once more, track the mobile phone location, if he has raped the child there can be other tests done to match DNA with evidence found on murder site.  Let's not be judges. Let CBI  take care of this case."
1583374995125547_1583404218455958,426895610773497_1583374995125547,2018-04-17T11:32:56+0000,"How much ever you try , Justice won't be served 

What have they done for earlier rapists ? 

People will forget all this in few days and just use # tags without remembering the way it ended"
426895610773497_1583362788460101,NULL,2018-04-17T11:00:01+0000,"Two tribal villages in Odisha’s Koraput district are set to be declared ‘smokeless’ next month as all households there would be using LPG under the Pradhan Mantri Ujjwala Yojana (PMUY) instead of conventional fuel by that time, a district official said.

The two villages are Khudubu in Nandaput block which has 403 households, and Jhadiguda in Koraput block with 323 households.

Source: Indian Express"
1583362788460101_1583451931784520,426895610773497_1583362788460101,2018-04-17T12:23:21+0000,Thanks goes to the government of Odisha.
1583362788460101_1583390998457280,426895610773497_1583362788460101,2018-04-17T11:11:12+0000,"India has high greenhouse emissions not because of vehicles but because majority of the population uses firewood or unclean coal as fuel.
Really noteworthy that these places which are remote and have faced numerous government negligence and naxalite attacks are in the forefront of making India smokeless."
1583362788460101_1583383398458040,426895610773497_1583362788460101,2018-04-17T11:03:18+0000,"Soon they will become ""Cashless"" as LPG price is increasing every month and poor wont have cash to buy LPG anymore :P"
1583362788460101_1583630001766713,426895610773497_1583362788460101,2018-04-17T16:00:10+0000,How did anti-Dalit Modi's scheme benefit tribals? This is a travesty! 😜
1583362788460101_1583474058448974,426895610773497_1583362788460101,2018-04-17T12:54:54+0000,"Even with the subsidy and the scheme whose name ironically resembles mine, most village aunties prefer to go back to cooking with firewood. Why? It's cheap and LPG is expensive. Sure, they all did opt for the LPG and the free stove initially but the number of refills is disappointing. The government will only  highlight the fact that the number of LPG connections have gone up ever since Mody took to the prime ministership."
1583362788460101_1583513138445066,426895610773497_1583362788460101,2018-04-17T13:42:51+0000,but the number of people still in india are used to use wood as the fuel for cooking.. this needs to be checked and changed but need to bring down the price of LPG cylinders as well
1583362788460101_1583405558455824,426895610773497_1583362788460101,2018-04-17T11:35:00+0000,All are cities are filled with pollution and smog ... what claim is this ....
1583362788460101_1583409798455400,426895610773497_1583362788460101,2018-04-17T11:41:13+0000,"Still ,u appreciate some work of modi government 😀👍"
1583362788460101_1583439275119119,426895610773497_1583362788460101,2018-04-17T12:08:39+0000,Great
1583362788460101_1583382971791416,426895610773497_1583362788460101,2018-04-17T11:02:45+0000,
1583362788460101_1583392698457110,426895610773497_1583362788460101,2018-04-17T11:13:54+0000,Prajnananda Nayak still nobody can change your mind though..just for your info
1583362788460101_1583435058452874,426895610773497_1583362788460101,2018-04-17T12:03:19+0000,😁😀
426895610773497_1583336225129424,NULL,2018-04-17T10:33:15+0000,"Developed countries are dumping their electronic and electrical waste (e-waste), in India and China in the name of ‘charity’ to circumvent the laws."
1583336225129424_1583368575126189,426895610773497_1583336225129424,2018-04-17T10:40:56+0000,Actually china has stopped accepting waste from the west for about 6 months now due to the harmful impact on their environment and the condition of ppl working for recycling. India sadly is still accepting all the trash from the west for cash.
1583336225129424_1583519455111101,426895610773497_1583336225129424,2018-04-17T13:50:41+0000,True but as per my opion india has to develop some mechanism and policy innovation- Best from waste- ... india came become world leading industry by using it.... recently a indian origin Australian scientist has developed  New technology to use e-waste for regeneration of useful items.
1583336225129424_1583374195125627,426895610773497_1583336225129424,2018-04-17T10:47:58+0000,This is fake news
1583336225129424_1583404208455959,426895610773497_1583336225129424,2018-04-17T11:32:55+0000,Mr. PM has our ground for dumping waste and other grounds to help other's to loot us and stash the wealth in safe grounds....What policies...What development...Acchey hi acchey din.
1583336225129424_1583371958459184,426895610773497_1583336225129424,2018-04-17T10:45:15+0000,"Its the failure of loan repayment to these developed countries.
In place of annuity this is the deal."
1583336225129424_1583799398416440,426895610773497_1583336225129424,2018-04-17T19:53:48+0000,Don't worry there r many rules India framed against dumping of e-wastes...read out e-waste management and handling rules 2016 & about extended producers responsiblility moreover I am working on the same field in order to develop an ecosystem to divert all bulk e-waste discards from generators to formal recyclers..which can reduce the pollution to the larger extend.
1583336225129424_1583377285125318,426895610773497_1583336225129424,2018-04-17T10:52:44+0000,That should be an opportunity. Atleast many 'make in india' products can now source their material from e-waste and thereby recycle.
1583336225129424_1583478935115153,426895610773497_1583336225129424,2018-04-17T13:01:03+0000,"Let's take this opportunity to mine for precious metals from them. Small amounts of gold, silver and titanium can be found in electronics."
1583336225129424_1583683128428067,426895610773497_1583336225129424,2018-04-17T17:10:20+0000,"Not only e waste is getting dumped from outside India ... but the way the informal sector handles e waste is creating a lot of problems for our environment ... soil pollution, water pollution, air pollution ... at a mass level ... 
The govt has formulated policies for sorting and dumping of waste but the actual problem is at the implementation stage ... we as individuals are not dumping waste properly and even if some are doing it correctly ... waste is not being managed as per waste management laws ..."
1583336225129424_1583638801765833,426895610773497_1583336225129424,2018-04-17T16:12:41+0000,We and our politicians made India like a Dust Bin and The other countries treat India as there Dust Bin's
1583336225129424_1583381041791609,426895610773497_1583336225129424,2018-04-17T10:59:12+0000,It is shown in a movie singam3...which is a big business from other countries to India Now I could read the real news .... So bad......
1583336225129424_1583413928454987,426895610773497_1583336225129424,2018-04-17T11:45:41+0000,There are many issues are going on .. in our country.. how do we all stop this???
1583336225129424_1583383135124733,426895610773497_1583336225129424,2018-04-17T11:02:59+0000,South Indian movie singham 3 is based on this
1583336225129424_1583816638414716,426895610773497_1583336225129424,2018-04-17T20:22:01+0000,You know there's plenty of awesome stuff like gold in those. We should nake use of this !
1583336225129424_1583666528429727,426895610773497_1583336225129424,2018-04-17T16:47:03+0000,"As if someone is sneaking it in their bags n dumping when the watchful eyes were looking around.......come on 
You import it .... so it gets here ....."
1583336225129424_1583366525126394,426895610773497_1583336225129424,2018-04-17T10:38:23+0000,Aniruddha Basu...good opportunity for u
1583336225129424_1583414061788307,426895610773497_1583336225129424,2018-04-17T11:45:46+0000,Bt we are so negligent toward such issue..
1583336225129424_1583398228456557,426895610773497_1583336225129424,2018-04-17T11:22:50+0000,Y can't we find use if these waste when Sweden is importing waste
1583336225129424_1583392751790438,426895610773497_1583336225129424,2018-04-17T11:14:00+0000,It can be recycled and huge money can be made
1583336225129424_1583535075109539,426895610773497_1583336225129424,2018-04-17T14:09:09+0000,along comes cancer with it...say no
1583336225129424_1583801525082894,426895610773497_1583336225129424,2018-04-17T19:56:16+0000,Kunal chal ekad processor aur graphic card Chan latey
1583336225129424_1583458955117151,426895610773497_1583336225129424,2018-04-17T12:33:35+0000,E-waste treatment Deep Vyas
1583336225129424_1583384561791257,426895610773497_1583336225129424,2018-04-17T11:05:17+0000,Sorry.. Indians have no time to bother about all these.. They are busy fighting in the name of religion and politics..
1583336225129424_1583602675102779,426895610773497_1583336225129424,2018-04-17T15:29:07+0000,#Ayushi Gupta#
1583336225129424_1583367758459604,426895610773497_1583336225129424,2018-04-17T10:39:42+0000,Government ko Mana karana chahiye
426895610773497_1583323981797315,NULL,2018-04-17T09:42:36+0000,These figures could be mostly due to the delay in giving refunds to exporters.
1583323981797315_1583329515130095,426895610773497_1583323981797315,2018-04-17T09:52:52+0000,"Expoters k gst refunds rok rakhe hai....
Export benefits nil tak le aayea hai 
Expoters k liyea koi backup plans nahi hai... 
Export kar k kisi ko paise he fasane hai aur kamana kuch nahi hai... toh kon karega export 
Don’t worry exports zero bhi ho jayegi bot jaldi just wait nd watch.. this government seriously need some highly educated experienced people... otherwise sab chai bechenge... 😏😏😏😏😏😏😏"
1583323981797315_1583353808460999,426895610773497_1583323981797315,2018-04-17T10:27:10+0000,"It's shouldn't be ""The Logical Indian"" it should be ""The News manipulating Indian"""
1583323981797315_1583335538462826,426895610773497_1583323981797315,2018-04-17T10:01:30+0000,It hasn't even a half of a year and you are giving comments? Was not expecting this from Logical Indian.
1583323981797315_1583358005127246,426895610773497_1583323981797315,2018-04-17T10:30:04+0000,All because of Congress
1583323981797315_1583522808444099,426895610773497_1583323981797315,2018-04-17T13:55:01+0000,You logical indian are posting that world bank had said indianl has come out of demonitization effect.. and you are posting that export is low this this GDP... then can u think what's wrong with that gdp numbers
1583323981797315_1583781998418180,426895610773497_1583323981797315,2018-04-17T19:29:55+0000,I have only liked this page to report its every post as false news.
1583323981797315_1583417118454668,426895610773497_1583323981797315,2018-04-17T11:48:32+0000,I am an exporter .. and giving late funds isn’t a new thing.. stop shitting around.
1583323981797315_1583353005127746,426895610773497_1583323981797315,2018-04-17T10:26:21+0000,Aagye ache din 😅
1583323981797315_1583335735129473,426895610773497_1583323981797315,2018-04-17T10:01:44+0000,Bhokne wale IT cell nahi aaye..
426895610773497_1583306348465745,NULL,2018-04-17T09:13:44+0000,MP CM Shivraj Singh Chouhan sees a conspiracy behind the cash crunch.
1583306348465745_1583346495128397,426895610773497_1583306348465745,2018-04-17T10:19:35+0000,This is because of Jawaharlal Nehru. he is blocking satellite signals from reaching ATM machines. He is trying to create bad name for BJP before elections from above.
1583306348465745_1583332641796449,426895610773497_1583306348465745,2018-04-17T09:56:19+0000,This is well planned by INC before Karnataka election everybody knows about this and about The Logical Indian
1583306348465745_1583313591798354,426895610773497_1583306348465745,2018-04-17T09:25:23+0000,"Why doesn't government implement a service denial charge for the banks.
It's totally fair when they're charging for the service they can't provide."
1583306348465745_1583401111789602,426895610773497_1583306348465745,2018-04-17T11:27:58+0000,"Across india? Just now withdrew 3,500 in Bengaluru!"
1583306348465745_1583394568456923,426895610773497_1583306348465745,2018-04-17T11:17:07+0000,"Modi govt cancels appointment of Atishi Marlena who was serving as Advisor to Education Minister Manish Sisodia.

She was taking a Re 1 salary.

She has a double Masters in Education from Oxford University. 

And she was working 24 hours a day for Delhi's govt schools."
1583306348465745_1583314051798308,426895610773497_1583306348465745,2018-04-17T09:26:11+0000,Cheer up guys...worst is yet to come...may be one day all states might face this situation. Namo namah 😎😎😎
1583306348465745_1583307775132269,426895610773497_1583306348465745,2018-04-17T09:16:11+0000,The babas looted all the money to whom he has given MoS status 😛😛😛
1583306348465745_1583316241798089,426895610773497_1583306348465745,2018-04-17T09:29:51+0000,"If there is a fine for not  maintaining cash in ATMs, I might have become a millionaire right now :D"
1583306348465745_1583721381757575,426895610773497_1583306348465745,2018-04-17T18:00:41+0000,Here in Capital City Bhubaneswar..... SBI & some other Bank ATMs r closed  for 1 month... Less or No Rs.100  Notes...only Multiple of  Rs.200 Notes
1583306348465745_1583556585107388,426895610773497_1583306348465745,2018-04-17T14:37:27+0000,Let's do another demon-etization to bring back cash in the banking system...
1583306348465745_1583340101795703,426895610773497_1583306348465745,2018-04-17T10:08:38+0000,Thise bjp is a total failure goverment ? Know they will blame nehru and rahulgandhi ?
1583306348465745_1583347108461669,426895610773497_1583306348465745,2018-04-17T10:20:36+0000,"Ankit Bhandari logo ke Mann me ab khauff paida ho raha hai sab apna paisa nikalne me lage hai due to NPA
upar se logo ko darr hai kahi govt woh bill pass na kar de jisse unki umar bhar ki kamai doob jaYe"
1583306348465745_1583326988463681,426895610773497_1583306348465745,2018-04-17T09:48:14+0000,"Karnataka and thereafter Rajasthan, MP and Chattisgarh elections have to held this year and it is proved now EVMs can't be tampered with(according to EC and Centre govt.), so cash hoarding is an enough reason to win election because development already went crazy in Gujarat and UP bypolls."
1583306348465745_1583556348440745,426895610773497_1583306348465745,2018-04-17T14:37:06+0000,"If we have less than thousand rupees in our account, bank will fine. But always ATMs never have money, so, what SBI/RBI will do? Do the same fine that working for the public is working or not for the bank that didn't keep cashes at ATMs?"
1583306348465745_1583548928441487,426895610773497_1583306348465745,2018-04-17T14:26:42+0000,"The incompetency of this government is laughable. With all the renaming and modifying schemes and policies, it can't even let the basic services functions properly, forget about other hard pressed issues."
1583306348465745_1583413321788381,426895610773497_1583306348465745,2018-04-17T11:45:13+0000,"What a joke by Shivraj!! Your party is in power, and conspiracy will be done by others?? Why making fool of common public?"
1583306348465745_1583328581796855,426895610773497_1583306348465745,2018-04-17T09:51:05+0000,"Penny falls into place. Organised massive cash withdrawals and cash hoarding > Bank ATMs run dry > Scare mongering > Run on the money > Chaos > Crisis. I  , this is a dangerous"
1583306348465745_1583518575111189,426895610773497_1583306348465745,2018-04-17T13:49:34+0000,Nation can wait until FM recovers from kidney transplant
1583306348465745_1583361018460278,426895610773497_1583306348465745,2018-04-17T10:32:43+0000,"Dear PM , so finally it is confirmed  by your own CM- MP that Demonitisation and introduction of Rs 2000/- currency to curb black money and terrorism is Total Failure."
1583306348465745_1583466045116442,426895610773497_1583306348465745,2018-04-17T12:44:02+0000,Lol modi did demonization and Congress is responsible for cash crunch #irony
1583306348465745_1583337431795970,426895610773497_1583306348465745,2018-04-17T10:03:41+0000,"Why every Indian separate institutions like , media , education institutions , RBI, banking system and many more ........ Are not working properly .......it is not about power and opposition always ..."
1583306348465745_1583560168440363,426895610773497_1583306348465745,2018-04-17T14:41:00+0000,CA Ajmal Ali acche din :) ab pta chala FRDA Bill kyu introduce kia ja raha tha?
1583306348465745_1583353901794323,426895610773497_1583306348465745,2018-04-17T10:27:16+0000,All the cash in government pocket and all of the business man's pocket.... only middle class and poor people  suffering from this government........ need to change as soon as possible.....
1583306348465745_1583470155116031,426895610773497_1583306348465745,2018-04-17T12:49:32+0000,That's conspiracy called Cashless India initiated by PM Modi. 😂
1583306348465745_1583322175130829,426895610773497_1583306348465745,2018-04-17T09:40:20+0000,Worst service by SBI most of the ATMs are closed and remains no cash. They are knows only how to collect penalty and other charges from the customers. Better close the account in SBI
426895610773497_1583280825134964,NULL,2018-04-17T08:45:00+0000,"There is complete breakdown in confidence between the Chief Justice of the Supreme Court and his fellow judges, giving rise to lack of accommodation between them but the fact remains that the Chief Justice is the master of the roster and that cannot be changed, senior jurist Fali Nariman has said.

“This has never happened before in all the 67 years I have practised as an advocate. Levels of tolerance have gone down. Lawyers, judges, everybody. The spirit of collegiality which is essential in a Bench as well as in a court has broken down. Upto now, judges by and large followed it. Since I came to Delhi in 1972, I have seen 32 Chief Justices, but I have never seen this before,” Nariman told The Indian Express in his first remarks in several months after recovering from a surgery.

Source: Indian Express"
1583280825134964_1583293698467010,426895610773497_1583280825134964,2018-04-17T08:51:30+0000,Read more at - http://indianexpress.com/article/india/lump-it-wait-until-cji-dipak-misra-retires-fali-nariman-advice-on-row-in-supreme-court-5140227/
1583280825134964_1583295621800151,426895610773497_1583280825134964,2018-04-17T08:54:52+0000,Cowdung party is cutting off every institution in the country. .it took 70 years to reach here..
1583280825134964_1583295918466788,426895610773497_1583280825134964,2018-04-17T08:55:30+0000,"This is just one side of the coin, any updates from fellow CJI? On what he thinks on such people, may be, this time is the best time ever seen in 67 years?"
1583280825134964_1583296988466681,426895610773497_1583280825134964,2018-04-17T08:57:03+0000,"Good sign. The corrupt, colluding cosy club getting broke. 
Yes it is a sign of intolerance for all those who have taken the system for granted including judiciary.
Sabne apne baap ki bapauti samajh rakha thaa system ko.
Corrupt Congress mindset needs to be flushed away from the roots."
1583280825134964_1583341678462212,426895610773497_1583280825134964,2018-04-17T10:11:37+0000,People blaming current govt. for this ...do they know how CJI is appointed???
1583280825134964_1583314485131598,426895610773497_1583280825134964,2018-04-17T09:27:04+0000,"Dear admin now ur not doing neutral journalism u also become the same
You are listening and broadcasting to aperson who advocated in favour of union carbide(bhopal gas tragedy) supported by rajiv gandhi our fellow citizen need to identify people whom they want to follow"
1583280825134964_1583305498465830,426895610773497_1583280825134964,2018-04-17T09:12:06+0000,Dignity of judiciary is in danger ...because of dictatorship of political boss.
1583280825134964_1583371208459259,426895610773497_1583280825134964,2018-04-17T10:44:25+0000,"When you have a honest CJI, the rats will boil"
1583280825134964_1583366248459755,426895610773497_1583280825134964,2018-04-17T10:38:07+0000,I think he’s the guy who was in favour of Bhopal gas tragedy right ? Correct me if I’m wrong and the person who can favour it iski maa ki choot
1583280825134964_1583627021767011,426895610773497_1583280825134964,2018-04-17T15:55:46+0000,"People should stop blaming BJP or Congress for this. These judges were appointed by previous judges themselves and that has been the situation for over 30 years. 
The previous unanimous attempt at reform in 2014-15 was shot down by supreme court itself. 
The only feasible solution is simultaneous impeachment of every sitting judge who opposes unanimous judicial reform. But that is too extreme. All we can do is hope."
1583280825134964_1583298195133227,426895610773497_1583280825134964,2018-04-17T08:58:59+0000,Balatkari party is ruling.. and he is doing everything to do chamatkar of any thing that comes in their way...
1583280825134964_1583400891789624,426895610773497_1583280825134964,2018-04-17T11:27:36+0000,Nariman has a point yes tolerance has gone down in favouritism and corruption and it’s a welcome step it’s not easy to be the part of Indian Judicial System we’ve been tolerant so far not anymore.
1583280825134964_1583524291777284,426895610773497_1583280825134964,2018-04-17T13:56:59+0000,"So what? It comes under rights and duties of CJI.
These dogs are barking because either they are getting paid for it or CJI's work is not very favourable for them. I'll say please give him next tenure too.."
1583280825134964_1583396095123437,426895610773497_1583280825134964,2018-04-17T11:19:41+0000,Or may be 3 judges have a problem against the rest of the 19
1583280825134964_1583394778456902,426895610773497_1583280825134964,2018-04-17T11:17:28+0000,"Point is this earlier all Judges work under influence of their time govt and might befullfilled their western interest ... however the scenario at this time is utter difference and all
Those who can not work without their master making lot of noise ..."
1583280825134964_1583665365096510,426895610773497_1583280825134964,2018-04-17T16:45:47+0000,Logical Indian promotes lot of negative news and propaganda.......
1583280825134964_1583335458462834,426895610773497_1583280825134964,2018-04-17T10:01:20+0000,Is this the opinion of every advocate n judge??? Even more than 50%??  Or is it that this CJI or present govt. Are giving them the actual freedom of speech???
1583280825134964_1583497595113287,426895610773497_1583280825134964,2018-04-17T13:25:43+0000,It has come to this now....loyas case also gone to cold storage 😥
1583280825134964_1583370648459315,426895610773497_1583280825134964,2018-04-17T10:43:42+0000,First they bought the press and now they have almost broken judiciary ... embrace for ........... dictators ruling India.
1583280825134964_1583296195133427,426895610773497_1583280825134964,2018-04-17T08:55:53+0000,Sir...so many things never happend...so what....when we go through our old traditions...it seems you are biased while saying about tolerance and spirit...at least emergency should have been mentioned.....
1583280825134964_1583486968447683,426895610773497_1583280825134964,2018-04-17T13:12:18+0000,Thanks Mr. Nariman for having the interest and courage to express your views - thanks once again. !!!
1583280825134964_1583509055112141,426895610773497_1583280825134964,2018-04-17T13:37:23+0000,"logical Indian is crap, editor must be having some motives. Can I know the editor's name."
1583280825134964_1583291098467270,426895610773497_1583280825134964,2018-04-17T08:47:44+0000,"blame politics too...
Never before kinda judiciary fail out here.."
1583280825134964_1583300835132963,426895610773497_1583280825134964,2018-04-17T09:03:53+0000,There is no transparency in the CJI and jury is no control on decision of approval
1583280825134964_1583776061752107,426895610773497_1583280825134964,2018-04-17T19:19:43+0000,"Vo kya hai na , JB aadmi ki chale kaam nhi aati, to vo aisi chutiyapanti Vali baatein krne lgte hai.

Jaise ki ye post. Kro kro."
426895610773497_1583238338472546,NULL,2018-04-17T08:15:00+0000,"On an average, all the 21 public sector banks (PSBs) could recover only Rs 29,343 crore out of the Rs 2.72 lakh crore NPAs that were written off by PSBs in the last four fiscal years"
1583238338472546_1583278765135170,426895610773497_1583238338472546,2018-04-17T08:26:55+0000,"don't worry, pradhan sewak is in UK and he will not return empty handed. Lalit Modi and Vijay Mallya v sath honge, banks will easily recover their NPAs and chances are there we people may get 15 lakhs rupees in our accounts. #AccheDin aa rahe hai"
1583238338472546_1583533605109686,426895610773497_1583238338472546,2018-04-17T14:06:57+0000,This is because they are philanthrophist....they made donations to poor political parties....
1583238338472546_1583373361792377,426895610773497_1583238338472546,2018-04-17T10:46:44+0000,"Logical indian has become an anti national fake news site. Who told you that we are not recovering NPAs? Our banks are doing an exceptional job in recovering it through penalties on Minimum balance, transaction charges on ATMs that doesn't have any money etc.
Last week, Vijay Mallyas family was charged a hefty fine for not maintaining minimum balance at SBI. All crooks are struggling and if this is not AcheDin, what is?"
1583238338472546_1583455865117460,426895610773497_1583238338472546,2018-04-17T12:28:56+0000,Written off or Wavied off??
1583238338472546_1583288208467559,426895610773497_1583238338472546,2018-04-17T08:42:18+0000,There is also big scam on this loan recovery. Times Now. Zee T V & Republic needs to investigate the real picture.
1583238338472546_1583285055134541,426895610773497_1583238338472546,2018-04-17T08:36:57+0000,"At least publish the names of these defaulters for the general public to ""understand the game""

Swiss list of 627 individuals - not yet disclosed.

Panama Papers List- Not yet disclosed.

These are Actual Amounts, not assumed/or hypothetical like 2G,Coal & all...."
